From,To,Datetime,Duration(seconds),Cell Tower,ID
77,285,20060608 1340,1529,11,20011
53,27,20060608 1341,788,11,20011
29,58,20060608 1342,930,25,20025
229,24,20060608 1343,1716,15,20015
39,14,20060608 1344,911,10,20010
73,122,20060608 1344,1084,21,20021
81,162,20060608 1345,1281,10,20010
180,93,20060608 1345,1586,10,20010
106,79,20060608 1348,943,24,20024
222,319,20060608 1348,1058,30,20030
194,291,20060608 1351,1017,8,20008
23,51,20060608 1352,500,16,20016
304,23,20060608 1352,1102,29,20029
286,137,20060608 1353,407,11,20011
34,50,20060608 1354,1696,15,20015
46,41,20060608 1354,1160,2,20002
340,14,20060608 1355,1227,11,20011
383,92,20060608 1355,1131,10,20010
308,198,20060608 1356,1288,29,20029
236,13,20060608 1357,817,1,20001
251,272,20060608 1358,1030,28,20028
146,322,20060608 1400,1146,1,20001
302,24,20060608 1401,828,11,20011
149,144,20060608 1403,1028,21,20021
196,368,20060608 1404,774,11,20011
116,16,20060608 1405,728,30,20030
342,309,20060608 1405,626,29,20029
43,127,20060608 1408,1258,15,20015
100,68,20060608 1408,1264,1,20001
230,8,20060608 1408,996,28,20028
9,18,20060608 1411,1117,25,20025
8,309,20060608 1412,865,29,20029
99,56,20060608 1412,856,29,20029
230,8,20060608 1412,1246,28,20028
187,66,20060608 1414,830,30,20030
15,101,20060608 1415,1006,7,20007
248,336,20060608 1415,981,16,20016
227,296,20060608 1416,1559,29,20029
375,172,20060608 1417,616,29,20029
118,40,20060608 1420,1187,30,20030
9,16,20060608 1424,1045,25,20025
129,217,20060608 1430,858,28,20028
229,24,20060608 1430,826,15,20015
94,125,20060608 1431,1067,6,20006
170,190,20060608 1431,1170,23,20023
326,306,20060608 1431,857,18,20018
311,37,20060608 1433,1083,25,20025
76,71,20060608 1434,929,29,20029
223,160,20060608 1434,688,30,20030
73,122,20060608 1435,548,21,20021
211,391,20060608 1437,1153,15,20015
260,21,20060608 1437,808,28,20028
324,120,20060608 1438,1151,22,20022
263,185,20060608 1441,815,30,20030
29,24,20060608 1442,642,25,20025
193,42,20060608 1442,1772,22,20022
197,368,20060608 1442,1326,29,20029
359,96,20060608 1443,1212,21,20021
385,90,20060608 1444,1474,6,20006
304,23,20060608 1446,970,29,20029
327,42,20060608 1446,1478,25,20025
134,93,20060608 1447,1123,27,20027
190,266,20060608 1448,936,29,20029
357,341,20060608 1448,727,25,20025
307,84,20060608 1449,1094,7,20007
152,69,20060608 1450,1251,29,20029
231,47,20060608 1450,939,29,20029
46,94,20060608 1451,818,30,20030
61,169,20060608 1451,1777,28,20028
369,174,20060608 1451,1480,22,20022
322,146,20060608 1452,871,30,20030
358,30,20060608 1453,1108,30,20030
262,19,20060608 1454,1019,14,20014
262,137,20060608 1454,1204,14,20014
301,0,20060608 1454,1165,17,20017
41,337,20060608 1455,1198,28,20028
97,313,20060608 1455,1155,22,20022
119,271,20060608 1455,1648,20,20020
336,6,20060608 1455,1274,30,20030
108,13,20060608 1456,1086,11,20011
341,357,20060608 1457,897,20,20020
97,211,20060608 1458,624,22,20022
233,53,20060608 1458,958,11,20011
369,320,20060608 1458,982,22,20022
372,66,20060608 1500,851,27,20027
39,14,20060608 1501,662,10,20010
263,9,20060608 1502,952,30,20030
314,306,20060608 1503,1223,17,20017
79,106,20060608 1504,1171,11,20011
355,14,20060608 1505,831,29,20029
145,309,20060608 1508,753,29,20029
55,60,20060608 1509,644,20,20020
263,185,20060608 1509,776,30,20030
194,291,20060608 1510,1151,19,20019
351,44,20060608 1511,1101,28,20028
267,231,20060608 1512,1295,30,20030
24,306,20060608 1513,1496,30,20030
309,360,20060608 1513,1205,7,20007
208,360,20060608 1517,1181,17,20017
257,109,20060608 1517,983,30,20030
51,293,20060608 1520,711,11,20011
63,309,20060608 1520,982,11,20011
348,163,20060608 1520,1638,23,20023
282,13,20060608 1521,774,19,20019
374,157,20060608 1521,718,13,20013
273,0,20060608 1522,528,29,20029
343,52,20060608 1522,749,30,20030
395,48,20060608 1522,931,11,20011
289,45,20060608 1523,688,7,20007
85,156,20060608 1525,1764,30,20030
162,17,20060608 1525,630,30,20030
325,34,20060608 1526,1467,18,20018
350,382,20060608 1528,1053,24,20024
230,8,20060608 1530,1381,28,20028
325,330,20060608 1531,1033,18,20018
37,152,20060608 1532,1631,17,20017
222,319,20060608 1532,579,30,20030
228,92,20060608 1532,958,13,20013
340,0,20060608 1532,1070,11,20011
149,144,20060608 1533,908,21,20021
274,103,20060608 1533,865,10,20010
302,24,20060608 1533,527,11,20011
247,103,20060608 1535,1218,22,20022
344,61,20060608 1535,719,22,20022
82,71,20060608 1537,1114,15,20015
193,42,20060608 1537,1234,22,20022
209,238,20060608 1537,550,29,20029
37,311,20060608 1538,1354,17,20017
313,162,20060608 1540,852,28,20028
23,81,20060608 1546,892,11,20011
151,20,20060608 1546,1465,6,20006
64,32,20060608 1549,1280,29,20029
354,52,20060608 1549,606,30,20030
354,25,20060608 1550,339,30,20030
155,17,20060608 1551,1233,28,20028
300,397,20060608 1551,642,29,20029
314,306,20060608 1552,1696,17,20017
253,7,20060608 1555,861,16,20016
13,55,20060608 1556,1447,13,20013
253,7,20060608 1556,1528,16,20016
40,360,20060608 1557,989,24,20024
183,4,20060608 1558,1666,1,20001
316,306,20060608 1558,1069,18,20018
364,113,20060608 1558,1050,24,20024
56,51,20060608 1600,613,22,20022
259,148,20060608 1600,1325,30,20030
395,48,20060608 1600,1300,11,20011
157,61,20060608 1601,965,1,20001
309,185,20060608 1601,789,22,20022
133,21,20060608 1602,545,13,20013
100,23,20060608 1604,1459,1,20001
212,123,20060608 1605,1087,19,20019
237,206,20060608 1605,976,20,20020
84,307,20060608 1607,1127,11,20011
320,243,20060608 1607,952,28,20028
97,306,20060608 1609,1164,22,20022
263,9,20060608 1610,1288,30,20030
43,14,20060608 1611,1355,15,20015
204,93,20060608 1613,198,13,20013
63,309,20060608 1614,1089,11,20011
180,93,20060608 1615,946,10,20010
249,138,20060608 1616,1286,28,20028
125,94,20060608 1617,940,29,20029
295,360,20060608 1618,533,30,20030
224,34,20060608 1621,1591,24,20024
348,306,20060608 1621,1017,23,20023
66,20,20060608 1622,696,28,20028
23,115,20060608 1625,1194,11,20011
326,306,20060608 1625,998,18,20018
78,331,20060608 1626,1304,16,20016
161,235,20060608 1627,1152,30,20030
215,272,20060608 1627,1039,29,20029
184,49,20060608 1630,1006,13,20013
240,251,20060608 1631,1122,30,20030
382,17,20060608 1632,1450,15,20015
86,309,20060608 1634,882,11,20011
6,161,20060608 1635,852,29,20029
10,23,20060608 1637,1005,30,20030
397,124,20060608 1637,931,29,20029
92,377,20060608 1638,736,30,20030
216,309,20060608 1638,1077,29,20029
317,379,20060608 1639,1009,30,20030
329,152,20060608 1639,733,11,20011
34,165,20060608 1640,890,15,20015
90,326,20060608 1640,922,30,20030
201,306,20060608 1640,989,11,20011
223,160,20060608 1640,1249,30,20030
278,309,20060608 1643,684,23,20023
350,382,20060608 1643,966,24,20024
376,292,20060608 1644,1022,13,20013
122,73,20060608 1645,849,24,20024
74,44,20060608 1647,1212,28,20028
145,309,20060608 1648,1415,29,20029
212,123,20060608 1649,1217,28,20028
248,7,20060608 1649,1280,16,20016
293,305,20060608 1650,1361,22,20022
67,19,20060608 1652,1344,16,20016
183,4,20060608 1652,567,1,20001
227,309,20060608 1652,1159,29,20029
59,11,20060608 1653,1117,18,20018
360,40,20060608 1653,1303,28,20028
72,35,20060608 1654,702,17,20017
28,23,20060608 1655,1055,22,20022
254,6,20060608 1657,430,11,20011
119,271,20060608 1659,956,20,20020
45,4,20060608 1702,898,27,20027
333,109,20060608 1705,1241,8,20008
343,309,20060608 1705,915,30,20030
160,223,20060608 1706,648,22,20022
318,229,20060608 1706,1214,11,20011
313,97,20060608 1708,1070,28,20028
210,49,20060608 1709,683,27,20027
135,0,20060608 1710,1520,29,20029
188,29,20060608 1712,836,29,20029
66,159,20060608 1715,1154,28,20028
387,69,20060608 1715,1432,28,20028
369,174,20060608 1716,1291,22,20022
114,87,20060608 1719,666,1,20001
179,397,20060608 1721,564,30,20030
320,243,20060608 1721,1826,28,20028
353,89,20060608 1721,931,11,20011
85,156,20060608 1722,719,30,20030
355,14,20060608 1722,1092,28,20028
21,60,20060608 1723,689,28,20028
74,9,20060608 1724,229,28,20028
193,360,20060608 1726,1169,22,20022
15,63,20060608 1728,697,7,20007
161,235,20060608 1728,1417,30,20030
12,216,20060608 1729,1032,29,20029
294,30,20060608 1733,793,22,20022
255,87,20060608 1734,1384,28,20028
283,131,20060608 1734,985,11,20011
300,360,20060608 1736,957,29,20029
203,42,20060608 1741,1508,20,20020
247,261,20060608 1741,632,22,20022
54,144,20060608 1742,971,29,20029
50,68,20060608 1745,571,11,20011
85,86,20060608 1745,1284,30,20030
311,37,20060608 1745,1136,25,20025
383,306,20060608 1746,1158,10,20010
129,48,20060608 1747,1468,28,20028
189,361,20060608 1750,786,11,20011
209,71,20060608 1750,1519,28,20028
183,4,20060608 1753,1257,1,20001
299,52,20060608 1753,726,29,20029
151,192,20060608 1756,940,6,20006
84,307,20060608 1757,1113,11,20011
12,46,20060608 1758,932,11,20011
218,15,20060608 1759,423,30,20030
315,56,20060608 1759,1113,28,20028
92,228,20060608 1800,1794,30,20030
234,170,20060608 1801,891,16,20016
341,0,20060608 1801,1515,21,20021
374,13,20060608 1802,599,16,20016
98,7,20060608 1803,858,10,20010
253,7,20060608 1803,876,23,20023
375,333,20060608 1803,660,15,20015
226,390,20060608 1806,1026,15,20015
359,118,20060608 1806,1191,25,20025
371,309,20060608 1806,982,19,20019
87,103,20060608 1807,887,15,20015
283,345,20060608 1807,1004,9,20009
322,309,20060608 1808,1124,25,20025
387,267,20060608 1808,1073,28,20028
133,70,20060608 1810,1198,22,20022
382,350,20060608 1810,1505,15,20015
68,397,20060608 1811,938,16,20016
147,26,20060608 1811,1185,28,20028
311,309,20060608 1812,1106,8,20008
59,18,20060608 1814,1065,15,20015
79,169,20060608 1815,1212,11,20011
363,134,20060608 1816,1632,29,20029
176,54,20060608 1818,1609,15,20015
360,27,20060608 1818,552,30,20030
10,79,20060608 1819,1221,15,20015
210,309,20060608 1820,841,27,20027
354,52,20060608 1820,1027,2,20002
47,206,20060608 1822,1266,13,20013
167,47,20060608 1824,1383,27,20027
103,137,20060608 1828,1330,4,20004
228,92,20060608 1828,537,2,20002
297,172,20060608 1828,573,22,20022
63,15,20060608 1831,933,11,20011
163,348,20060608 1833,960,22,20022
398,204,20060608 1833,1098,16,20016
152,69,20060608 1834,1073,15,20015
18,59,20060608 1836,1039,4,20004
32,65,20060608 1836,1518,13,20013
259,119,20060608 1836,1301,12,20012
151,309,20060608 1837,909,23,20023
67,19,20060608 1838,1462,16,20016
206,47,20060608 1839,1060,21,20021
286,92,20060608 1842,1506,15,20015
397,35,20060608 1842,1234,3,20003
279,198,20060608 1844,1234,15,20015
47,231,20060608 1845,992,13,20013
93,62,20060608 1845,784,29,20029
292,309,20060608 1847,1264,11,20011
39,14,20060608 1850,776,9,20009
180,93,20060608 1850,1563,11,20011
